,ShoeName,Category,no_colors,price_reduce,price,count_of_sizes,color_black,color_blue,color_white,color_red,other_color,product_code,n_reviews,size,comfort,quality,star_rating,product_code2
1982,FENTY x PUMA AVANTI L Men's SneakersClub Navy,Men,2,160.0,160.0,13,0.0,1.0,0.0,0.0,,398352_01,4.0,,,100.0,5.0,398352_01
1983,Clyde Vintage SneakersPUMA White-PUMA Navy,Men,1,110.0,110.0,19,0.0,1.0,1.0,0.0,,394687_01,0.0,,,,0.0,394687_01
1984,Suede NT Men's SneakersFall Foliage-Alpine Snow-Cool Light Gray,Men,1,75.0,75.0,13,0.0,0.0,0.0,0.0,,394057_01,0.0,,,,0.0,394057_01
1985,ForeverRUN NITRO™ Men's Running ShoesUltra Blue-PUMA Black-PUMA Silver,Men,6,150.0,150.0,13,1.0,1.0,1.0,0.0,orchid,377757_11,32.0,,,77.4,4.3,377757_11
1986,CA Pro OW SneakersAlpine Snow-Chocolate Chip-Puma Team Gold,Men,2,100.0,100.0,19,1.0,0.0,0.0,0.0,gold,393490_03,2.0,,,100.0,4.5,393490_03
1987,ForeverRun NITRO™ Knit Men's Running ShoesPUMA Black-Shadow Gray,Men,2,150.0,150.0,13,1.0,0.0,0.0,0.0,,379139_01,2.0,,,,3.0,379139_01
1988,Fast-R NITRO™ Elite Men's Running ShoesFor All Time Red-Ultra Blue,Men,2,260.0,260.0,12,0.0,1.0,1.0,1.0,,195336_08,0.0,,,,0.0,195336_08
1989,BMW M Motorsport CA Pro SneakersPUMA White-PUMA White,Men,2,90.0,90.0,13,1.0,0.0,1.0,0.0,,307751_02,0.0,,,,0.0,307751_02
1990,BMW M Motorsport RS-Trck Mid Boot Garage Crews Men's SneakersPUMA Black-Pop Red,Men,1,160.0,160.0,13,1.0,0.0,0.0,1.0,,307986_01,0.0,,,,0.0,307986_01
1991,SEASONS Voyage NITRO™ 3 Men's Running ShoesInky Blue-PUMA Black-Neon Sun,Men,5,140.0,140.0,13,1.0,1.0,0.0,1.0,lime,377745_03,1.0,,,100.0,5.0,377745_03
1992,BMW M Motorsport Men's Speedcat SneakersPUMA Black-PUMA White,Men,1,100.0,100.0,17,1.0,0.0,1.0,0.0,,307789_01,1.0,,,100.0,5.0,307789_01
1993,BMW M Motorsport CA Pro SneakersPUMA Black-PUMA White,Men,2,90.0,90.0,19,1.0,0.0,1.0,0.0,,307751_01,0.0,,,,0.0,307751_01
1994,PUMA-180 Pop Men's SneakersGlacial Gray-PUMA Black,Men,1,100.0,100.0,13,1.0,0.0,0.0,0.0,,393286_01,1.0,,,0.0,4.0,393286_01
1995,SEASONS Voyage NITRO™ 3 Men's Running ShoesPUMA Black-Dark Coal,Men,5,140.0,140.0,13,1.0,1.0,0.0,1.0,lime,377745_01,1.0,,,100.0,5.0,377745_01
1996,PUMA-180 Sneakers PUMA Black-PUMA Black,Men,3,100.0,100.0,19,1.0,0.0,1.0,1.0,,389267_17,2.0,,,100.0,3.5,389267_17
1997,PUMA x PLEASURES Velophasis Layers SneakersCayenne Pepper-Astro Red,Men,1,140.0,140.0,19,0.0,0.0,0.0,1.0,,393301_02,0.0,,,,0.0,393301_02
1998,Fuse 2.0 Men's Training ShoesPUMA Black-Cayenne-Wood Violet,Men,8,100.0,100.0,13,1.0,0.0,1.0,0.0,violet,376151_13,18.0,,,78.6,4.2,376151_13
1999,PUMA x BLACK FIVES All-Pro NITRO™ Basketball ShoesPUMA Navy,Men,1,140.0,140.0,21,0.0,1.0,0.0,0.0,,379886_01,0.0,,,,0.0,379886_01
2000,SEASONS Voyage NITRO™ 3 Men's Running ShoesEucalyptus-Alpine Snow-PUMA Black,Men,5,140.0,140.0,12,1.0,1.0,0.0,1.0,lime,377745_04,1.0,,,100.0,5.0,377745_04
2001,ForeverRUN NITRO™ Men's Running ShoesPUMA Black,Men,6,150.0,150.0,13,1.0,1.0,1.0,0.0,orchid,377757_01,32.0,,,77.4,4.3,377757_01
2002,Scuderia Ferrari Speedcat Driving ShoesRosso Corsa-PUMA White,Men,2,90.0,90.0,16,1.0,0.0,1.0,0.0,,307822_02,4.0,,,66.7,4.0,307822_02
2003,Velophasis Technisch Sneakers PUMA Black-PUMA White,Men,3,120.0,120.0,18,1.0,0.0,1.0,0.0,green,390932_02,1.0,,,,5.0,390932_02
2004,PUMA Morphic Base Men's SneakersPUMA White-Sedate Gray,Men,3,80.0,80.0,19,1.0,0.0,1.0,0.0,,392982_01,2.0,,,100.0,5.0,392982_01
2005,FastRoid Running ShoesPUMA White-PUMA Silver-Cherry Tomato,Men,1,350.0,350.0,12,0.0,0.0,1.0,0.0,,379068_04,1.0,,,100.0,5.0,379068_04
2006,Blktop Rider Neo Vintage Men's SneakersFeather Gray-Warm White,Men,1,100.0,100.0,13,0.0,0.0,1.0,0.0,,393151_01,0.0,,,,0.0,393151_01
2007,RS-X Efekt RE:PLACE Men's SneakersFrosted Ivory-Granola,Men,1,130.0,130.0,13,0.0,0.0,0.0,0.0,,392721_01,0.0,,,,0.0,392721_01
2008,PUMA x CHILDHOOD DREAMS Velophasis Men's SneakersDay Dream-Yellow Sizzle-Dark Night,Men,1,130.0,130.0,13,0.0,0.0,0.0,0.0,,395121_01,1.0,,,100.0,5.0,395121_01
2009,Mercedes-AMG Suede Men's SneakersPUMA Black-Light Mint-PUMA White,Men,2,85.0,85.0,17,1.0,0.0,1.0,0.0,,307920_02,4.0,,,75.0,5.0,307920_02
2010,Leadcat 2.0 SlidesPeacoat-Puma White,Men,3,30.0,30.0,9,1.0,0.0,1.0,0.0,,384139_04,4.0,,,100.0,5.0,384139_04
2011,PUMA x CHILDHOOD DREAMS Suede TC Men's SneakersPUMA Black,Men,1,90.0,90.0,13,1.0,0.0,0.0,0.0,,392862_01,1.0,,,0.0,5.0,392862_01
2012,Mercedes-AMG Petronas Motorsport Mirage Sport Asphalt Garage Crews Men's SneakersPUMA Black-Spectra Green,Men,1,120.0,120.0,13,1.0,0.0,0.0,0.0,green,307847_01,0.0,,,,0.0,307847_01
2013,SCUDERIA FERRARI x JOSHUA VIDES RS Trck Men's SneakersRosso Corsa-Frosted Ivory,Men,1,130.0,130.0,19,0.0,0.0,0.0,0.0,,307998_01,0.0,,,,0.0,307998_01
2014,Fuse 2.0 Men's Training ShoesCherry Tomato-Puma Black,Men,8,100.0,100.0,13,1.0,0.0,1.0,0.0,violet,376151_02,18.0,,,78.6,4.2,376151_02
2015,PUMA x RHUIGI Trinomic XT-2 Men's SneakersSand Dune-Concrete Gray-Granola,Men,2,140.0,140.0,13,0.0,0.0,1.0,0.0,,393306_02,0.0,,,,0.0,393306_02
2016,Velophasis Multi SneakersChocolate Chip-Flaxen,Men,1,120.0,120.0,19,0.0,0.0,0.0,0.0,,393449_02,0.0,,,,0.0,393449_02
2017,ForeverRun NITRO™ WTR Men's Running ShoesPUMA Black-Malachite-Yellow Burst,Men,1,170.0,170.0,13,1.0,0.0,0.0,0.0,,378472_01,0.0,,,,0.0,378472_01
2018,PUMA x FIRST MILE Electrify NITRO™ 3 Men's Running ShoesPUMA Black-Astro Red-Alpine Snow,Men,1,110.0,110.0,13,1.0,0.0,0.0,1.0,,378457_01,0.0,,,,0.0,378457_01
2019,PWR NITRO™ Squared Men's Training ShoesEucalyptus-PUMA Black,Men,3,120.0,120.0,13,1.0,1.0,1.0,0.0,,378687_02,3.0,,,66.7,5.0,378687_02
2020,Fast-R NITRO™ Elite Men's Running ShoesPUMA White-Ultra Blue,Men,2,260.0,260.0,12,0.0,1.0,1.0,1.0,,195336_09,0.0,,,,0.0,195336_09
2021,BWW M Motorsport Men's Suede SneakersAmber-PUMA Black-Puma White,Men,1,85.0,85.0,13,1.0,0.0,1.0,0.0,,307791_01,0.0,,,,0.0,307791_01
2022,PUMA x RHUIGI Trinomic XT-2 Men's SneakersSand Dune-Concrete Gray-Warm White,Men,2,140.0,140.0,13,0.0,0.0,1.0,0.0,,393306_01,0.0,,,,0.0,393306_01
2023,Clyde Tokyo SneakersSedate Gray-Pinktastic,Men,1,110.0,110.0,19,0.0,0.0,0.0,0.0,pink,393078_01,1.0,,,0.0,4.0,393078_01
2024,CA Pro Mid SneakersPUMA White-Malachite,Men,4,90.0,90.0,13,1.0,0.0,1.0,0.0,gold,386759_10,7.0,,,42.9,3.3,386759_10
2025,RS-X Hi Men's SneakersPUMA White-Alpine Snow,Men,2,140.0,140.0,12,1.0,0.0,1.0,0.0,,392718_04,1.0,,,0.0,4.0,392718_04
2026,Clyde Hairy Suede SneakersPUMA Black-Frosted Ivory,Men,1,110.0,110.0,19,1.0,0.0,0.0,0.0,,393115_02,1.0,,,,5.0,393115_02
2027,Fuse 2.0 Men's Training ShoesMyrtle-PUMA Black-Yellow Burst,Men,8,100.0,100.0,13,1.0,0.0,1.0,0.0,violet,376151_22,18.0,,,78.6,4.2,376151_22
2028,PUMA-180 Perf Men's SneakersSmokey Gray-Cool Light Gray,Men,1,100.0,100.0,13,0.0,0.0,0.0,0.0,,394798_01,0.0,,,,0.0,394798_01
2029,Velophasis Technisch Sneakers PUMA White-PUMA Black,Men,3,120.0,120.0,12,1.0,0.0,1.0,0.0,green,390932_01,1.0,,,,5.0,390932_01
2030,CA Pro Ripple Earth Men's SneakersWarm White-Club Navy,Men,1,120.0,120.0,13,0.0,1.0,1.0,0.0,,395773_02,0.0,,,,0.0,395773_02
2031,All-Pro NITRO™ Men's Basketball ShoesPUMA Black-PUMA White-Lime Squeeze,Men,1,130.0,130.0,15,1.0,0.0,1.0,0.0,lime,378541_02,2.0,,,100.0,3.0,378541_02
2032,PUMA x CIELE Fast-R NITRO™ Elite Men's Running ShoesDusty Tan,Men,1,250.0,250.0,12,0.0,0.0,0.0,0.0,,378434_02,1.0,,,,2.0,378434_02
2033,Scuderia Ferrari Clyde Garage Crews SneakersRosso Corsa-Warm White,Men,2,90.0,90.0,19,1.0,0.0,1.0,0.0,,307826_02,0.0,,,,0.0,307826_02
2034,SEASONS Fast-Trac NITRO™ 2 Men's Running ShoesPUMA Black-Dark Coal,Men,2,120.0,120.0,13,1.0,0.0,0.0,0.0,,307684_01,0.0,,,,0.0,307684_01
2035,KING ULTIMATE ENERGY FG/AG Men's Soccer CleatsUltra Blue-Luminous Pink-Luminous Blue,Men,1,220.0,220.0,11,0.0,1.0,0.0,0.0,pink,107553_01,0.0,,,,0.0,107553_01
2036,Liberate NITRO™ 2 'Marathon Series' Men's Running ShoesPUMA Black-PUMA Silver,Men,1,120.0,120.0,12,1.0,0.0,1.0,0.0,,378474_01,1.0,,,100.0,5.0,378474_01
2037,Scuderia Ferrari Clyde Garage Crews SneakersPUMA Black-Warm White,Men,2,90.0,90.0,19,1.0,0.0,1.0,0.0,,307826_01,0.0,,,,0.0,307826_01
2038,Clyde Huskie Corn-Based SneakersPUMA White,Men,1,110.0,110.0,19,0.0,0.0,1.0,0.0,,393114_01,0.0,,,,0.0,393114_01
2039,PUMA-180 Sneakers PUMA White-Cobalt Glaze-PUMA Black,Men,3,100.0,100.0,19,1.0,0.0,1.0,1.0,,389267_19,2.0,,,100.0,3.5,389267_19
2040,ForeverRUN NITRO™ Men's Running ShoesYellow Burst-PUMA Black-PUMA Silver,Men,6,150.0,150.0,12,1.0,1.0,1.0,0.0,orchid,377757_15,32.0,,,77.4,4.3,377757_15
2041,All-Pro NITRO™ Men's Basketball ShoesLime Squeeze-PUMA White,Men,2,130.0,130.0,15,0.0,1.0,1.0,0.0,green,379079_05,7.0,,,57.1,4.6,379079_05
2042,Blktop Rider Lithium Men's SneakersCast Iron-PUMA Black,Men,2,90.0,90.0,13,1.0,1.0,0.0,0.0,,393152_02,2.0,,,100.0,5.0,393152_02
2043,Velophasis Phased SneakersPUMA White-Inky Blue,Men,2,120.0,120.0,12,1.0,1.0,1.0,0.0,,389365_06,0.0,,,,0.0,389365_06
2044,Deviate NITRO™ 2 WTRepel Men's Running ShoesPUMA Black-Yellow Burst-Malachite,Men,2,170.0,170.0,13,1.0,0.0,0.0,0.0,,378734_02,0.0,,,,0.0,378734_02
2045,Accelerate NITRO™ SQD Indoor ShoesPUMA White-Vivid Violet,Men,1,150.0,150.0,17,0.0,0.0,1.0,0.0,violet,107473_01,0.0,,,,0.0,107473_01
2046,Suede Brand Love II Unisex SneakersTurquoise Surf-Grape Mist,Men,1,75.0,75.0,0,0.0,0.0,0.0,0.0,,395737_02,0.0,,,,0.0,395737_02
2047,CA Pro Quilt Men's SneakersPUMA White-Olive Drab,Men,1,80.0,80.0,13,0.0,0.0,1.0,0.0,olive,393277_02,0.0,,,,0.0,393277_02
2048,Plexus SneakersPristine-Elektro Purple,Men,1,140.0,140.0,12,0.0,0.0,0.0,0.0,purple,386329_06,5.0,,,75.0,4.6,386329_06
2049,Slipstream Lo Huskie Corn-Based Men's SneakersPUMA White-Flaxen-Apple Cider,Men,1,120.0,120.0,13,0.0,0.0,1.0,0.0,,393136_01,0.0,,,,0.0,393136_01
2050,SEASONS Voyage NITRO™ 3 Men's Running ShoesNeon Sun-PUMA Black,Men,5,140.0,140.0,13,1.0,1.0,0.0,1.0,lime,377745_05,1.0,,,100.0,5.0,377745_05
2051,Clyde Hairy Suede SneakersPUMA Black-Frosted Ivory,Men,1,110.0,110.0,19,1.0,0.0,0.0,0.0,,393115_02,1.0,,,,5.0,393115_02
2052,All-Pro NITRO™ Men's Basketball ShoesBold Blue-Dark Clove-Pro Green-Fire Orchid-Koral Ice,Men,2,130.0,130.0,15,0.0,1.0,1.0,0.0,green,379079_03,7.0,,,57.1,4.6,379079_03
2053,PUMA x BUTTER GOODS Suede Classic SneakersPUMA Black-PUMA Red,Men,1,110.0,110.0,13,1.0,0.0,0.0,1.0,,396127_01,0.0,,,,0.0,396127_01
2054,Porsche Design NITRO™ Runner II Running ShoesUltra Blue-Jet Black,Men,1,250.0,250.0,10,1.0,1.0,0.0,0.0,,307756_01,0.0,,,,0.0,307756_01
2055,All-Pro NITRO™ Childhood Dreams Men's Basketball SneakersDark Night-Royal Sapphire,Men,1,140.0,140.0,13,0.0,0.0,0.0,0.0,,379291_01,1.0,,,0.0,3.0,379291_01
2056,Velophasis Phased SneakersPUMA Black-PUMA White,Men,2,120.0,120.0,12,1.0,1.0,1.0,0.0,,389365_05,0.0,,,,0.0,389365_05
2057,Electrify NITRO™ 3 Men's Running ShoesSpeed Green-PUMA Silver-PUMA Black,Men,1,100.0,100.0,13,1.0,0.0,1.0,0.0,green,378455_07,2.0,,,50.0,3.0,378455_07
2058,PUMA-180 Dye Men's SneakersIcy Blue-Icy Blue,Men,2,120.0,120.0,13,0.0,1.0,0.0,0.0,,393941_01,0.0,,,,0.0,393941_01
2059,CA Pro Sport NBK Men's SneakersWarm White-Parisian Night,Men,2,110.0,110.0,13,0.0,0.0,1.0,0.0,,394799_03,0.0,,,,0.0,394799_03
2060,BMW M Motorsport LGND Renegade Garage Crews Men's SneakersPUMA Black-Dark Coal,Men,1,150.0,150.0,12,1.0,0.0,0.0,0.0,,307771_01,1.0,,,100.0,5.0,307771_01
2061,Accelerate Turbo Indoor Sports ShoesPUMA White-Fire Orchid-Vivid Violet-Sedate Gray,Men,1,110.0,110.0,15,0.0,0.0,1.0,0.0,violet,107474_01,0.0,,,,0.0,107474_01
2062,SEASONS Fast-Trac NITRO™ 2 Men's Running ShoesNeon Sun-Clementine-PUMA Black,Men,2,120.0,120.0,13,1.0,0.0,0.0,0.0,,307684_04,0.0,,,,0.0,307684_04
2063,PWR NITRO™ Squared Men's Training ShoesPUMA White-Club Navy,Men,3,120.0,120.0,13,1.0,1.0,1.0,0.0,,378687_06,3.0,,,66.7,5.0,378687_06
2064,ForeverRUN NITRO™ Men's Running ShoesFire Orchid-PUMA Black-Ultra Blue,Men,6,150.0,150.0,13,1.0,1.0,1.0,0.0,orchid,377757_13,32.0,,,77.4,4.3,377757_13
2065,Palermo SneakersPelé Yellow-Club Red,Men,5,90.0,90.0,0,0.0,1.0,1.0,1.0,pink,396463_01,4.0,,,66.7,4.3,396463_01
2066,Electrify NITRO™ 3 WTR Men's Running ShoesPUMA Black-Yellow Burst-Malachite,Men,1,110.0,110.0,13,1.0,0.0,0.0,0.0,,378459_01,0.0,,,,0.0,378459_01
2067,Palermo SneakersClub Red-Club Navy,Men,5,90.0,90.0,0,0.0,1.0,1.0,1.0,pink,396463_09,4.0,,,66.7,4.3,396463_09
2068,Spirex Speed Men's SneakersPUMA Black-Silver Mist,Men,2,150.0,150.0,19,1.0,0.0,1.0,0.0,,397263_02,0.0,,,,0.0,397263_02
2069,ForeverRUN NITRO™ Men's Running ShoesPUMA White-Ocean Tropic-Lime Pow,Men,6,150.0,150.0,13,1.0,1.0,1.0,0.0,orchid,377757_19,32.0,,,77.4,4.3,377757_19
2070,CA Pro Sport NBK Men's SneakersWarm White-Granola,Men,2,110.0,110.0,13,0.0,0.0,1.0,0.0,,394799_02,0.0,,,,0.0,394799_02
2071,Spirex Speed Men's SneakersPUMA White-Feather Gray,Men,2,150.0,150.0,19,1.0,0.0,1.0,0.0,,397263_01,0.0,,,,0.0,397263_01
2072,ForeverRUN NITRO™ Men's Running ShoesLime Pow-PUMA Black-PUMA White,Men,6,150.0,150.0,13,1.0,1.0,1.0,0.0,orchid,377757_18,32.0,,,77.4,4.3,377757_18
2073,Deviate NITRO™ 2 Men's Running ShoesPUMA Black-Ocean Tropic-Lime Pow,Men,3,160.0,160.0,13,1.0,0.0,1.0,0.0,lime,376807_19,28.0,,,81.5,4.3,376807_19
2074,Deviate NITRO™ 2 Men's Running ShoesLime Pow-PUMA Black-PUMA White,Men,3,160.0,160.0,13,1.0,0.0,1.0,0.0,lime,376807_20,28.0,,,81.5,4.3,376807_20
2075,Scuderia Ferrari Speedcat Pro Carlos Sainz PUMA 75th Year Anniversary Celebration Men's Driving ShoesRosso Corsa-PUMA Black,Men,1,450.0,450.0,1,1.0,0.0,0.0,0.0,,308181_01,0.0,,,,0.0,308181_01
2076,PUMA x LAUREN LONDON RS-Trck SneakersPUMA White-Pristine,Men,1,130.0,130.0,15,0.0,0.0,1.0,0.0,,392086_01,0.0,,,,0.0,392086_01
2077,SEASONS Voyage NITRO™ 3 Men's Running ShoesPUMA Black-Lime Pow-Active Red,Men,5,140.0,140.0,0,1.0,1.0,0.0,1.0,lime,377745_06,1.0,,,100.0,5.0,377745_06
2078,Mercedes-AMG PETRONAS Speedcat Pro George Russell PUMA 75th Year Anniversary Celebration Men's Driving ShoesPUMA Black-PUMA White,Men,1,450.0,450.0,1,1.0,0.0,1.0,0.0,,308271_01,1.0,,,,3.0,308271_01
2079,Velocity NITRO™ 2 Men's Running ShoesUltra Blue-Fire Orchid,Men,2,120.0,120.0,14,1.0,1.0,0.0,0.0,orchid,195337_19,44.0,,,79.5,4.4,195337_19
2080,Fuse 2.0 Men's Training ShoesPUMA Black-Gray Tile-Fast Yellow,Men,8,100.0,100.0,12,1.0,0.0,1.0,0.0,violet,376151_17,18.0,,,78.6,4.2,376151_17
2081,RS-X Halves SneakersCASTLEROCK-Puma Black-High Risk Red,Men,1,110.0,110.0,12,1.0,0.0,0.0,1.0,,385754_01,2.0,,,100.0,4.5,385754_01
2082,Palermo SneakersCobalt Glaze-PUMA White,Men,5,90.0,90.0,13,0.0,1.0,1.0,1.0,pink,396463_07,4.0,,,66.7,4.3,396463_07
2083,PUMA x CIELE ForeverRun NITRO™ Men's Running ShoesPUMA Black,Men,1,160.0,160.0,13,1.0,0.0,0.0,0.0,,379286_01,0.0,,,,0.0,379286_01
2084,Clyde Varsity SneakersPUMA White-Team Regal Red,Men,2,100.0,100.0,15,0.0,0.0,1.0,1.0,,394684_01,0.0,,,,0.0,394684_01
2085,Clyde OG PUMA 75th Year Anniversary Celebration PRM SneakersSedate Gray-Sedate Gray,Men,1,100.0,100.0,16,0.0,0.0,0.0,0.0,,393314_02,1.0,,,100.0,3.0,393314_02
2086,Liberate NITRO™ 2 Men's Running ShoesFire Orchid-PUMA Silver,Men,1,120.0,120.0,13,0.0,0.0,1.0,0.0,orchid,377315_07,10.0,,,87.5,4.0,377315_07
2087,PUMA x LAUREN LONDON Suede SneakersPUMA White-PUMA White,Men,1,90.0,90.0,15,0.0,0.0,1.0,0.0,,392085_01,3.0,,,66.7,3.7,392085_01
2088,evoSPEED NITRO Elite 2 Long-Distance Men's Track SpikesSun Stream-Sunset Glow-PUMA Black,Men,1,150.0,150.0,17,1.0,0.0,0.0,0.0,,379557_01,0.0,,,,0.0,379557_01
2089,ULTRA ULTIMATE FG/AG Men's Soccer CleatsUltra Blue-PUMA White-Pro Green,Men,4,220.0,220.0,18,1.0,1.0,1.0,0.0,green,107311_03,7.0,,,33.3,3.1,107311_03
2090,PWRSPIN Indoor Cycling ShoesUltra Orange-PUMA Black,Men,1,120.0,120.0,19,1.0,0.0,0.0,0.0,orange,378096_02,2.0,,,0.0,3.5,378096_02
2091,FENTY x PUMA Creeper Phatty Men's SneakersSpeed Blue-Lime Pow-Gum,Men,3,140.0,140.0,21,1.0,1.0,1.0,1.0,lime,396403_02,2.0,,,100.0,5.0,396403_02
2092,Velophasis Technisch Sneakers Warm White-Yellow Burst-Parakeet Green,Men,3,120.0,120.0,12,1.0,0.0,1.0,0.0,green,390932_09,1.0,,,,5.0,390932_09
2093,Accelerate NITRO™ SQD Indoor Sports ShoesSilver Sky-Persian Blue-PUMA White,Men,1,150.0,150.0,19,0.0,1.0,1.0,0.0,,107293_01,1.0,,,100.0,5.0,107293_01
2094,PUMA-180 Dye Men's SneakersFeather Gray-Feather Gray,Men,2,120.0,120.0,13,0.0,1.0,0.0,0.0,,393941_02,0.0,,,,0.0,393941_02
2095,Clyde OG PUMA 75th Year Anniversary Celebration SneakersPersian Blue-Orange Brick,Men,1,100.0,100.0,17,0.0,1.0,0.0,0.0,orange,393326_01,4.0,,,25.0,3.0,393326_01
2096,PUMA x LAMELO BALL LaFrancé CA Pro Men's SneakersFor All Time Red-Dark Orange-PUMA Black,Men,1,90.0,90.0,15,1.0,0.0,0.0,1.0,orange,395281_01,0.0,,,,0.0,395281_01
2097,PUMA x LAMELO BALL LaFrancé Men's Slipstream SneakersGranola-Sand Dune-PUMA Black-Spring Fern,Men,1,100.0,100.0,12,1.0,0.0,0.0,0.0,,395033_01,1.0,,,0.0,5.0,395033_01
2098,KING PRO FG/AG Men's Soccer CleatsAlpine Snow-Asphalt-Yellow Blaze,Men,3,100.0,100.0,18,1.0,1.0,1.0,0.0,green,107566_03,2.0,,,50.0,4.5,107566_03
2099,Accelerate Turbo Indoor Sports ShoesPUMA White-PUMA Black-Concrete Gray,Men,1,110.0,110.0,19,1.0,0.0,1.0,0.0,,107340_02,1.0,,,0.0,3.0,107340_02
2100,Leadcat 2.0 SlidesPuma Black-Puma White,Men,3,30.0,30.0,10,1.0,0.0,1.0,0.0,,384139_01,4.0,,,100.0,5.0,384139_01
2101,King Ultimate FG/AG Men's Soccer CleatsAlpine Snow-Asphalt-Yellow Blaze,Men,3,200.0,200.0,19,1.0,1.0,1.0,0.0,green,107563_05,9.0,,,88.9,4.4,107563_05
2102,Porsche Legacy CA Pro Mid Garage Crews Men's SneakersPUMA Black-PUMA Black,Men,1,110.0,110.0,12,1.0,0.0,0.0,0.0,,307954_01,0.0,,,,0.0,307954_01
2103,King Ultimate FG/AG Men's Soccer CleatsPersian Blue-Pro Green-Ultra Blue,Men,3,200.0,200.0,18,1.0,1.0,1.0,0.0,green,107563_04,9.0,,,88.9,4.4,107563_04
2104,ULTRA PRO FG/AG Men's Soccer CleatsUltra Blue-PUMA White-Pro Green,Men,2,130.0,130.0,13,1.0,1.0,1.0,0.0,green,107422_03,2.0,,,100.0,3.0,107422_03
2105,Fast-FWD NITRO™ Elite Men's Running ShoesFire Orchid-Ultra Blue-PUMA White,Men,1,220.0,220.0,12,0.0,1.0,1.0,0.0,orchid,376591_08,2.0,,,100.0,4.5,376591_08
2106,PUMA Star Strawberries And Cream Men's SneakersPUMA White-For All Time Red,Men,1,120.0,120.0,14,0.0,0.0,1.0,1.0,,393196_01,0.0,,,,0.0,393196_01
2107,evoSPEED Long Distance NITRO™ Elite+ Track SpikesSun Stream-Sunset Glow-PUMA Black,Men,1,180.0,180.0,18,1.0,0.0,0.0,0.0,,378222_03,2.0,,,50.0,3.0,378222_03
2108,Palermo Leather Men's SneakersPUMA White-Vapor Gray-Gum,Men,2,90.0,90.0,15,1.0,0.0,1.0,0.0,,396464_01,9.0,,,75.0,3.9,396464_01
2109,FENTY x PUMA Creeper Phatty Men's SneakersLavender Alert-Burnt Red-Gum,Men,3,140.0,140.0,21,1.0,1.0,1.0,1.0,lime,396403_03,2.0,,,100.0,5.0,396403_03
2110,Mercedes-AMG Suede Men's SneakersLight Mint-PUMA Black-PUMA White,Men,2,85.0,85.0,14,1.0,0.0,1.0,0.0,,307920_01,4.0,,,75.0,5.0,307920_01
2111,SEASONS Fast-Trac Apex NITRO™ Men's Running ShoesEucalyptus-Neon Sun,Men,1,150.0,150.0,12,0.0,0.0,0.0,0.0,,378550_05,0.0,,,,0.0,378550_05
2112,PUMA x CIELE Deviate NITRO™ 2 Men's Running ShoesDusty Tan,Men,1,160.0,160.0,11,0.0,0.0,0.0,0.0,,378436_02,1.0,,,,5.0,378436_02
2113,Palermo Leather Men's SneakersPUMA Black-Feather Gray-Gum,Men,2,90.0,90.0,19,1.0,0.0,1.0,0.0,,396464_03,9.0,,,75.0,3.9,396464_03
2114,Velocity NITRO™ 2 Men's Running ShoesFire Orchid-Puma Black,Men,2,120.0,120.0,14,1.0,1.0,0.0,0.0,orchid,195337_16,44.0,,,79.5,4.4,195337_16
2115,FUTURE MATCH TT Men's Soccer CleatsPersian Blue-PUMA White-Pro Green,Men,1,90.0,90.0,13,0.0,1.0,1.0,0.0,green,107374_03,1.0,,,100.0,5.0,107374_03
2116,Solarcourt RCT Racket Sports ShoesPUMA Navy-Fast Yellow-Puma White,Men,4,80.0,80.0,17,1.0,1.0,1.0,0.0,,107296_04,11.0,,,55.6,3.7,107296_04
2117,Palermo SneakersFresh Mint-Fast Pink,Men,5,90.0,90.0,13,0.0,1.0,1.0,1.0,pink,396463_02,4.0,,,66.7,4.3,396463_02
2118,ULTRA ULTIMATE FG/AG Men's Soccer CleatsYellow Blaze-PUMA White-PUMA Black,Men,4,220.0,220.0,15,1.0,1.0,1.0,0.0,green,107311_04,7.0,,,33.3,3.1,107311_04
2119,Palermo SneakersVine-Clementine,Men,5,90.0,90.0,12,0.0,1.0,1.0,1.0,pink,396463_05,4.0,,,66.7,4.3,396463_05
2120,FUTURE ULTIMATE FG/AG Men's Soccer CleatsPersian Blue-PUMA White-Pro Green,Men,2,220.0,220.0,19,0.0,1.0,1.0,0.0,green,107355_03,20.0,,,26.3,1.9,107355_03
2121,ForeverRun NITRO™ SUNSET Men's Running ShoesPUMA Black-Luminous Blue-Electric Orchid,Men,2,160.0,160.0,12,1.0,1.0,1.0,0.0,orchid,380007_01,3.0,,,,4.7,380007_01
2122,SCUDERIA FERRARI x JOSHUA VIDES Speedcat Pro Men's Driving ShoesPUMA White-Rosso Corsa,Men,1,450.0,450.0,10,0.0,0.0,1.0,0.0,,307996_01,0.0,,,,0.0,307996_01
2123,Plexus Sand Men's SneakersFrosted Ivory-Vapor Gray,Men,1,150.0,150.0,11,0.0,0.0,0.0,0.0,,393157_01,0.0,,,,0.0,393157_01
2124,F1® Austin Grand Prix Speedcat Pro Men's Driving ShoesFlat Medium Gray-Pop Red-PUMA Black,Men,1,450.0,450.0,9,1.0,0.0,0.0,1.0,,308277_01,0.0,,,,0.0,308277_01
2125,PWR NITRO™ Squared Men's Training ShoesPUMA Black-PUMA White,Men,3,120.0,120.0,13,1.0,1.0,1.0,0.0,,378687_01,3.0,,,66.7,5.0,378687_01
